name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Love Is You - A Tom Moulton Mix,Carol Williams,'Lectric Lady,31,0.647,0.743,9,-8.694,0,0.0511,0.015,0.0362,0.0938,0.652,121.728,473240,4,disco
24 Hours a Day,Barbara Pennington,Northern Soul Keep the Faith,21,0.656,0.627,0,-9.498,1,0.0395,0.177,0.0161,0.0736,0.89,125.233,192240,4,disco
It's a Better Than Good Time,Gladys Knight,Miss Gladys Knight,21,0.676,0.688,10,-11.787,0,0.0686,0.00526,0.000731,0.057,0.74,117.939,351453,4,disco
Stay Free,Ashford & Simpson,Stay Free,21,0.645,0.646,5,-14.809,0,0.0495,0.0569,9.72e-06,0.11,0.715,107.724,322480,4,disco
Ain't No Mountain High Enough,Inner Life,Inner Life,33,0.679,0.859,9,-6.7,0,0.053,0.061,7.61e-06,0.0786,0.828,128.231,479600,4,disco
I Need A Man,Grace Jones,Portfolio,31,0.567,0.572,1,-15.538,1,0.0502,0.131,0.0,0.178,0.766,131.634,203840,4,disco
Soul Makossa,Manu Dibango,Crooklyn Volume II,24,0.84,0.712,0,-10.338,1,0.0649,0.0956,0.361,0.0672,0.927,116.451,266560,4,disco
Changin',Ms. (Sharon) Ridley,Full Moon,26,0.598,0.852,6,-6.184,0,0.0582,0.167,2.36e-05,0.835,0.514,103.624,388920,4,disco
Dance (Disco Heat),Sylvester,Step II,37,0.768,0.79,3,-10.469,1,0.0312,0.007,0.186,0.0678,0.956,132.729,355263,4,disco
"Found a Cure - 12"" Disco Mix",Ashford & Simpson,"Hits, Remixes and Rarities: The Warner Brothers Years",32,0.755,0.6,3,-10.18,0,0.0641,0.0363,0.166,0.167,0.839,123.579,423240,4,disco
Spacer,Sheila,King Of The World,48,0.741,0.757,9,-8.55,0,0.0419,0.258,0.0,0.109,0.925,135.692,354240,4,disco
No One Gets The Prize,Diana Ross,The Boss (Expanded Edition),27,0.699,0.715,0,-6.114,1,0.0448,0.0866,0.0483,0.273,0.693,117.644,280733,4,disco
"Moment Of My Life - 12"" Version",Inner Life,II,24,0.759,0.686,11,-9.429,1,0.109,0.00215,0.0141,0.108,0.82,113.52,392067,4,disco
Love Is the Message (feat. The Three Degrees) - Love Groove Bonus,MFSB,Deep Grooves,37,0.795,0.821,10,-8.183,1,0.118,0.0443,0.742,0.16,0.782,116.355,313907,4,disco
Begin the Beguine,Johnny Mathis,The Essential Johnny Mathis,29,0.591,0.713,0,-10.631,1,0.0524,0.307,0.00231,0.463,0.768,122.474,258253,4,disco
"Automatic - 12"" Special Remix",The Pointer Sisters,Break Out (1983 Version - Expanded Edition),36,0.776,0.669,5,-8.811,1,0.0662,0.0236,1.83e-05,0.0863,0.915,111.116,366360,4,disco
Put Your Body In It,Stephanie Mills,Gold,31,0.733,0.826,5,-8.446,1,0.0764,0.243,0.0159,0.0486,0.844,117.68,244733,4,disco
Love's Theme,The Love Unlimited Orchestra,Rhapsody In White (Reissue),56,0.496,0.563,4,-12.129,0,0.0337,0.000835,0.804,0.373,0.723,97.136,246267,4,disco
Dancer,Gino Soccio,Outline,40,0.896,0.339,11,-9.576,0,0.0884,0.0183,0.552,0.0311,0.389,122.106,508120,4,disco
Don't You Want My Love - Remastered,Debbie Jacobs,Don't You Want My Love,33,0.817,0.839,8,-6.267,1,0.0402,0.0253,0.00675,0.0486,0.845,129.56,468831,4,disco
Could Heaven Ever Be Like This,Idris Muhammad,Turn This Mutha Out,53,0.755,0.842,2,-7.293,0,0.129,0.388,0.541,0.105,0.798,123.203,516587,4,disco
"Doctor Love - Tom Moulton 12"" Mix",First Choice,Delusions (Bonus Version),27,0.502,0.871,0,-5.691,0,0.049,0.0211,0.00382,0.667,0.714,118.864,457747,4,disco
My Forbidden Lover - 2018 Remaster,CHIC,Risqué (2018 Remaster),32,0.814,0.819,0,-12.712,0,0.0587,0.143,0.0,0.298,0.807,108.338,274960,4,disco
"Saturday Night, Sunday Morning",Thelma Houston,Ready To Roll,37,0.754,0.818,10,-7.099,1,0.0458,0.0565,0.000424,0.0979,0.877,110.501,235293,4,disco
"Native New Yorker - 12"" Disco Mix",Odyssey,Odyssey (Expanded Edition),43,0.462,0.884,0,-8.722,1,0.0984,0.0852,0.0484,0.798,0.551,106.395,336467,4,disco
Date With The Rain,Eddie Kendricks,People... Hold On,38,0.619,0.723,9,-12.351,1,0.128,0.353,0.0,0.122,0.563,123.132,160907,4,disco
Stand on the Word (Studio Version),The Joubert Singers,Stand on the Word,36,0.714,0.731,6,-6.404,1,0.0331,0.13,7.11e-06,0.0977,0.618,108.007,303692,4,disco
"Dance A Little Bit Closer - 12"" Mix",Charo,Cuchi-Cuchi,28,0.722,0.711,5,-6.742,0,0.0449,0.00504,0.146,0.0357,0.584,118.282,377406,4,disco
Haven't You Heard,Patrice Rushen,Pizzazz,46,0.88,0.703,6,-8.308,0,0.0802,0.0491,0.685,0.0582,0.948,127.952,405293,4,disco
I'm Caught up (In a One Night Love Affair) - 12” Edit,Inner Life,I'm Caught Up (In a One Night Love Affair),36,0.832,0.796,11,-6.136,0,0.125,0.401,0.0187,0.0658,0.925,110.181,446013,4,disco
Nights on Broadway,Candi Staton,Music Speaks Louder Than Words,48,0.686,0.561,0,-11.607,1,0.0851,0.11,0.0,0.109,0.933,102.09,209827,4,disco
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",CHIC,"Dance, Dance, Dance: The Best of Chic",42,0.85,0.665,10,-9.404,0,0.0887,0.00961,0.483,0.0885,0.718,123.166,501467,4,disco
Ring My Bell,Anita Ward,Ring My Bell,58,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,491933,4,disco
Come to Me,France Joli,Come to Me,39,0.716,0.653,1,-8.827,1,0.0579,0.00797,0.00204,0.0681,0.596,132.27,590987,4,disco
Hot Stuff,Donna Summer,Bad Girls,64,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,314760,4,disco
Kung Fu Fighting,Carl Douglas,The Soul of the Kung Fu Fighter,64,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,197693,4,disco
Le Freak,CHIC,Le Freak / Savior Faire,48,0.847,0.491,7,-15.707,1,0.054,0.0363,0.000687,0.186,0.875,119.873,210247,4,disco
I'm Gonna Let My Heart Do The Walking,The Supremes,High Energy,36,0.671,0.797,5,-7.709,0,0.0553,0.0325,2.37e-06,0.138,0.838,115.922,212800,4,disco
It's Raining Men,The Weather Girls,Success,58,0.69,0.744,1,-12.721,1,0.0613,0.034,0.598,0.453,0.56,136.918,324754,4,disco
Stayin' Alive,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),75,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,92867,4,disco
Daddy Cool,Boney M.,Take The Heat Off Me,70,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,208600,4,disco
Funkytown,Lipps Inc.,Casablanca Records Greatest Hits,54,0.895,0.453,0,-13.987,1,0.0756,0.00196,0.374,0.0982,0.257,122.151,239227,4,disco
Love Rollercoaster,Ohio Players,Honey,56,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,290160,4,disco
Shake Your Groove Thing,Peaches & Herb,2 Hot!,58,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346133,4,disco
Disco Inferno - Edit,The Trammps,Playlist: The Best Of The Trammps,57,0.761,0.614,10,-11.445,1,0.0354,0.0439,0.0596,0.0531,0.894,129.637,215627,4,disco
Boogie Wonderland,"Earth, Wind & Fire",I Am,73,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,disco
The Hustle - Original Mix,Van McCoy,Disco Baby,48,0.599,0.927,0,-8.356,1,0.106,0.126,0.207,0.0441,0.791,110.32,248223,4,disco
I'm So Excited,The Pointer Sisters,So Excited! (Expanded Edition),69,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640,4,disco
Get Dancin',Disco Tex & The Sex-O-Lettes,70's Pop Gems,30,0.543,0.839,7,-7.967,1,0.125,0.538,0.000181,0.471,0.634,106.086,231200,4,disco
Car Wash - Long Version,Rose Royce,Car Wash,52,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,307573,4,disco
Dancing Queen,ABBA,Arrival,80,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,4,disco
And the Beat Goes On,The Whispers,The Whispers: Greatest Hits,49,0.793,0.643,11,-7.345,0,0.106,0.134,0.00246,0.0361,0.963,114.894,454253,4,disco
Never Can Say Goodbye - Single Version,Gloria Gaynor,Never Can Say Goodbye (Deluxe Edition),53,0.611,0.882,7,-3.18,0,0.028,0.000588,0.926,0.397,0.895,125.681,179467,4,disco
Blame It on the Boogie,The Jacksons,Destiny,68,0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,214200,4,disco
Celebration,Kool & The Gang,Celebrate!,69,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4,disco
Get Up and Boogie - That's Right,Silver Convention,Silver Convention - Fly Robin Fly,39,0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.967,104.988,172067,4,disco
Night Fever,Bee Gees,How Can You Mend A Broken Heart,71,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,212800,4,disco
Boogie Oogie Oogie,ATaste Of Honey,A Taste Of Honey,49,0.797,0.548,2,-9.228,0,0.0492,0.0401,1.05e-05,0.0994,0.868,123.686,245173,4,disco
The Groove Line,Heatwave,Central Heating (Expanded Edition),50,0.745,0.734,11,-9.835,0,0.03,0.0801,0.00471,0.299,0.777,119.634,264120,4,disco
Lady Marmalade,LaBelle,Nightbirds,54,0.631,0.563,2,-12.135,0,0.0552,0.398,0.0,0.0733,0.947,117.963,237120,4,disco
I Feel Love,Donna Summer,I Remember Yesterday,53,0.674,0.711,0,-15.581,1,0.0423,0.031,0.691,0.0925,0.961,126.696,355173,4,disco
Ladies Night,Kool & The Gang,Ladies' Night,53,0.657,0.431,9,-15.682,1,0.166,0.149,2.18e-05,0.0428,0.926,112.008,385507,4,disco
Ain't No Stoppin' Us Now,McFadden & Whitehead,McFadden & Whitehead,52,0.678,0.688,1,-7.83,1,0.0544,0.0611,0.0,0.0671,0.887,114.098,420987,4,disco
Rock the Boat,Hues Corporation,Freedom for the Stallion (Expanded Edition),62,0.596,0.58,3,-9.72,1,0.0446,0.256,0.0,0.1,0.884,107.182,202573,4,disco
"It's a Disco Night (Rock Don't Stop), Pts. 1 & 2",The Isley Brothers,Winner Takes All,42,0.803,0.909,11,-6.039,0,0.0489,0.366,0.00901,0.0831,0.972,133.179,315880,4,disco
Found a Cure,Ashford & Simpson,Stay Free,29,0.745,0.759,3,-6.69,0,0.0534,0.0548,0.0967,0.0848,0.862,123.598,421040,4,disco
Lady (You Bring Me Up),Commodores,In The Pocket,53,0.892,0.593,0,-9.429,0,0.0405,0.2,0.000339,0.0996,0.867,120.979,293227,4,disco
Get Down Tonight,KC & The Sunshine Band,KC & the Sunshine Band... and More,48,0.669,0.754,10,-12.223,1,0.0279,0.134,0.0069,0.46,0.906,112.683,315745,4,disco
The Second Time Around,Shalamar,Big Fun,47,0.801,0.388,1,-12.135,1,0.0505,0.0123,7.16e-05,0.0924,0.577,112.367,223293,4,disco
Disco Lady,Johnnie Taylor,Eargasm,39,0.719,0.79,2,-8.002,1,0.0521,0.0568,0.0,0.0573,0.846,103.751,267067,4,disco
"More, More, More",Andrea True Connection,"More, More, More",47,0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.847,103.009,222613,4,disco
Everybody Dance - 2018 Remaster,CHIC,Chic (2018 Remaster),51,0.722,0.66,5,-13.438,0,0.0538,0.05,0.000901,0.0907,0.906,129.727,402693,4,disco
Groove Is in the Heart,Deee-Lite,World Clique,66,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,4,disco
Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA),77,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,disco
Bad Girls,Donna Summer,Bad Girls,59,0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0164,0.411,0.973,120.529,295107,4,disco
About Damn Time,Lizzo,About Damn Time,82,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4,disco
Night Fever,Bee Gees,Greatest,58,0.733,0.795,1,-7.224,0,0.0249,0.0266,0.000948,0.083,0.892,109.122,212253,4,disco
Beat Goes On (Rhythm to the Brain),Campbell,Beat Goes On (Rhythm to the Brain),66,0.821,0.781,0,-4.465,1,0.0397,0.00563,0.0191,0.0403,0.434,137.017,133213,4,disco
Fantasy,Mariah Carey,Daydream,73,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,243493,4,disco
Rock Your Baby,George McCrae,George McCrae - Disco Pioneer,49,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,200053,4,disco
Cold Heart - PNAU Remix,Elton John,The Lockdown Sessions,68,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,disco
Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,72,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4,disco
Never Too Much,Luther Vandross,Never Too Much,69,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,230467,4,disco
Disco Yes,Tom Misch,Geography,59,0.926,0.549,9,-6.63,0,0.0935,0.42,0.0399,0.298,0.666,123.044,280878,4,disco
Don't Leave Me This Way,Thelma Houston,The Best Of,54,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,217733,4,disco
Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),78,0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,165753,4,disco
Every 1's a Winner - Single Version,Hot Chocolate,Every 1's a Winner,55,0.727,0.548,10,-7.393,1,0.0291,0.0621,0.516,0.133,0.929,107.826,289267,4,disco
Let's Groove,"Earth, Wind & Fire",Raise!,74,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,disco
Higher Ground,Stevie Wonder,Innervisions,63,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,222600,4,disco
Born to Be Alive - The Original,Patrick Hernandez,Born to Be Alive (The Original),69,0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.206,0.808,131.468,188133,4,disco
"Knock On Wood - 1985 7"" Remix",Amii Stewart,Knock On Wood: The Anthology,50,0.682,0.925,2,-6.526,1,0.0483,0.000907,7.73e-05,0.0655,0.876,140.772,248720,4,disco
It's Quiet Now (feat. Dope Earth Alien),Honey Dijon,Black Girl Magic,54,0.703,0.818,5,-7.905,0,0.037,0.000569,0.0792,0.0964,0.63,123.009,182750,4,disco
Shining Star,"Earth, Wind & Fire",That's The Way Of The World,62,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160,4,disco
Hollywood Swinging,Kool & The Gang,Wild And Peaceful,55,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,4,disco
A Little Love - Radio Edit,Aurra,A Little Love,34,0.723,0.948,0,-4.783,1,0.0579,0.049,3.26e-05,0.184,0.961,117.549,208237,4,disco
Oh Sheit it's X,Thundercat,Apocalypse,47,0.632,0.682,4,-8.052,1,0.0459,0.000323,0.0248,0.142,0.532,122.983,227086,3,disco
Greek Tragedy - Oliver Nelson TikTok Remix,The Wombats,Greek Tragedy (Oliver Nelson TikTok Remix),64,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,306429,4,disco
Flash Light,Parliament,Funkentelechy Vs. The Placebo Syndrome,56,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,346667,4,disco
Free Yourself,Jessie Ware,Free Yourself,61,0.688,0.91,0,-4.496,0,0.0456,0.00286,1.07e-05,0.129,0.77,119.024,234493,4,disco
Jump to the Beat,Stacy Lattisaw,Let Me Be Your Angel,45,0.778,0.818,5,-9.526,0,0.0461,0.178,0.000639,0.0647,0.921,119.04,320040,4,disco
Mary Jane - Young Franco Remix,Rick James,Mary Jane (Young Franco Remix),42,0.863,0.888,6,-5.067,0,0.416,0.0407,0.000434,0.132,0.689,113.984,166604,4,disco
Losing Touch,Franc Moody,House of FM,48,0.918,0.638,5,-6.796,0,0.135,0.0473,0.614,0.1,0.748,124.016,235263,4,disco
Check Out,J. Worra,Check Out,68,0.814,0.675,10,-6.761,0,0.042,0.00577,0.0818,0.0956,0.776,125.0,174138,4,disco
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Random Access Memories,71,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,4,disco
Music Sounds Better With You,Stardust,Music Sounds Better With You,67,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,403293,4,disco
Disco Dancer,Kiki Gyan,24 Hours in a Disco 1978-82,39,0.699,0.869,9,-10.199,1,0.0456,0.0316,0.417,0.0368,0.963,115.272,416800,4,disco
Give It To Me Baby,Rick James,Street Songs (Deluxe Edition),62,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,248133,4,disco
Disco Man,Remi Wolf,I'm Allergic To Dogs!,61,0.686,0.682,6,-7.656,0,0.0459,0.0443,0.0131,0.43,0.854,84.985,192000,4,disco
Happy Music,Supershy,Happy Music / Something on My Mind,60,0.777,0.737,11,-5.86,0,0.0351,0.0421,0.379,0.0265,0.891,123.993,232625,4,disco
"I.O.U. - 7"" Version Remastered",Freeez,Gonna Get You (Expanded Edition),45,0.752,0.77,2,-15.085,0,0.0532,0.0157,0.00131,0.196,0.837,118.671,231067,4,disco
Believe,Cher,Believe,74,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,239027,4,disco
Little Thangs,Elujay,Little Thangs,30,0.778,0.71,1,-6.528,1,0.048,0.0538,0.0333,0.105,0.479,102.008,198677,4,disco
EASE YOUR MIND,Darius,OASIS,47,0.744,0.736,5,-4.269,0,0.156,0.0132,0.145,0.06,0.559,113.982,237368,4,disco
Must Be Love (feat. Electric Fields),Tseba,Must Be Love (feat. Electric Fields),48,0.543,0.922,5,-5.521,1,0.112,0.0598,0.159,0.109,0.73,121.984,270145,4,disco
Skate,Bruno Mars,An Evening With Silk Sonic,59,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4,disco
"She's A Bad Mama Jama (She's Built, She's Stacked) - Single Version",Carl Carlton,Gold - '80s Soul,52,0.879,0.581,0,-6.078,1,0.0723,0.117,0.0,0.0435,0.629,114.226,234707,4,disco
Overnight,Parcels,Overnight,64,0.815,0.819,8,-9.494,0,0.0521,0.364,0.0555,0.115,0.864,119.986,219604,4,disco
Controversy,Prince,Controversy,45,0.852,0.321,1,-17.139,0,0.0528,0.00996,0.239,0.0684,0.629,119.378,435333,4,disco
Love Sensation,Loleatta Holloway,Love Sensation,44,0.703,0.755,5,-9.337,1,0.0749,0.00947,0.02,0.17,0.731,117.128,366200,4,disco
Get Down Saturday Night,Oliver Cheatham,Saturday Songs,60,0.865,0.611,11,-11.571,0,0.0573,0.226,0.082,0.0572,0.963,116.545,241907,4,disco
Lose My Cool - Franc Moody Remix,Amber Mark,3:33am (Remixes),42,0.82,0.509,1,-5.15,1,0.0419,0.0558,0.018,0.359,0.762,103.007,257302,4,disco
On My Mind - Purple Disco Machine Remix,Diplo,On My Mind (Remixes),37,0.73,0.69,0,-6.396,1,0.0329,0.1,0.0713,0.184,0.75,123.006,263415,4,disco
Break My Heart (Moodymann Remix) [Mixed],Dua Lipa,Club Future Nostalgia (DJ Mix),38,0.773,0.691,4,-6.702,0,0.0523,0.0298,0.0599,0.125,0.47,113.006,371907,4,disco
Just Say,Coco & Breezy,Just Say,62,0.83,0.419,5,-9.76,0,0.063,0.0465,0.0145,0.0815,0.511,119.993,166000,4,disco
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,Random Access Memories,66,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893,4,disco
Roll (Burbank Funk),The Internet,Hive Mind,47,0.784,0.682,1,-8.614,1,0.0962,0.185,6.25e-06,0.106,0.967,112.512,191027,4,disco
P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller 25 Super Deluxe Edition,66,0.888,0.816,11,-4.909,0,0.0404,0.233,0.00042,0.127,0.961,127.276,238733,4,disco
More Than A Woman - SG's Paradise Edit,Bee Gees,More Than A Woman (SG's Paradise Edit),64,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,357936,4,disco
Sing It Back - Boris Dlugosch Mix,Moloko,Catalogue,60,0.761,0.775,3,-7.495,0,0.0339,0.00698,0.000543,0.0512,0.966,123.017,278000,4,disco
Jupiter,"Earth, Wind & Fire",All 'N All,40,0.65,0.858,11,-8.63,0,0.0523,0.297,0.00323,0.0906,0.955,114.614,191200,4,disco
Bluff Dance,Relmer,Relmer International,20,0.672,0.869,5,-4.118,0,0.0378,0.00723,0.136,0.0816,0.663,120.004,348518,4,disco
The Look of Accessibility,Love Letters,Beyond High Demand,22,0.801,0.549,1,-9.778,1,0.0539,0.000732,0.725,0.103,0.264,124.987,311496,4,disco
Black Rainbow,Koreless,Black Rainbow / Moonlight,18,0.437,0.601,10,-8.632,0,0.044,0.0311,0.765,0.0914,0.0557,120.862,272867,4,disco
Seventies,Theo Kottis,Seventies,40,0.703,0.922,6,-6.633,0,0.0556,0.00172,0.652,0.103,0.81,126.979,196036,4,disco
Hustle do Brasil,Aroop Roy,Hustle do Brasil,25,0.696,0.918,9,-9.88,0,0.0325,0.0115,0.791,0.645,0.713,124.016,268790,4,disco
Agave Harvest,Manuel Darquart,First Light,23,0.638,0.938,7,-7.066,1,0.0324,0.00794,0.465,0.15,0.542,118.976,424930,4,disco
Silicon Chip,Basil Kirchin,Basil Kirchin Is My Friend: A Trunk Records Sampler,32,0.517,0.811,5,-11.64,0,0.102,0.0113,0.39,0.148,0.523,111.46,250237,4,disco
Jerky Rhythm,Erotic Drum Band,Action 78,9,0.725,0.862,10,-10.441,0,0.057,0.000502,0.884,0.0402,0.604,120.547,550622,4,disco
Modern Romance,Catz 'n Dogz,Modern Romance,35,0.677,0.934,7,-6.244,0,0.0402,0.00105,0.867,0.0427,0.866,128.002,214049,4,disco
Ero Disco Theme,Dimitri From Paris,Works,20,0.651,0.972,2,-5.869,0,0.0544,0.00041,0.811,0.701,0.687,119.973,228125,4,disco
The Diffuser,James Bangura,Interpretation of Sound,5,0.828,0.673,2,-9.659,1,0.138,0.581,0.865,0.148,0.685,135.027,316952,4,disco
Mars 500,Chloé (Thévenin),Mars 500,39,0.756,0.676,11,-13.684,0,0.0459,0.0111,0.907,0.0987,0.0883,123.007,412258,4,disco
Blu Terra,Nuno Canavarro,Fingertracks : Vol 1,7,0.561,0.66,0,-9.704,0,0.0306,0.856,0.934,0.168,0.774,90.212,422232,4,disco
I Heard the Voice of Music Say,Sunbear,Sunbear,27,0.718,0.875,7,-9.784,1,0.0434,0.0395,0.338,0.0524,0.688,113.758,303880,4,disco
No Wait,Lis Sarroca,No Wait,14,0.768,0.922,9,-6.1,0,0.0635,0.00083,0.883,0.0863,0.426,119.988,323012,4,disco
"Pretty Face - 12"" Version",Stinger J.,Pretty Face,23,0.726,0.49,3,-9.598,0,0.0641,0.0227,0.00294,0.0922,0.843,116.229,401613,4,disco
Nyame Ye,Arp Frique,Nyame Ye,10,0.617,0.698,0,-10.353,1,0.0358,0.00209,0.000135,0.115,0.864,130.02,353172,4,disco
Music Trance,Ben E. King,Music Trance,30,0.727,0.565,2,-14.761,1,0.0562,0.303,0.000133,0.0578,0.834,108.008,356013,4,disco
Silk Robe,Flaurese,Silk Robe,29,0.762,0.763,6,-6.152,0,0.0374,0.00564,0.142,0.0548,0.845,121.02,218000,4,disco
I Don't Need No Music,TJM,Small Circle Of Friends,7,0.66,0.645,11,-10.592,0,0.0411,0.0052,0.0365,0.332,0.787,129.146,588000,4,disco
Funky Bump - Long Version,Pino Presti,Funky Bump,19,0.696,0.707,11,-11.078,0,0.0481,0.129,0.644,0.0386,0.976,104.346,312500,4,disco
Industry - Green Light/Fun Night Breaks Mix - Edit,Nathan Micay,Industry (Green Light/Fun Night Breaks Mix),31,0.55,0.904,7,-6.771,1,0.036,0.00251,0.928,0.129,0.0444,123.977,223796,4,disco
Loose Goose,Madlib,Sound Ancestors,30,0.878,0.584,8,-13.087,1,0.622,0.062,0.104,0.11,0.926,145.626,141253,4,disco
Saúde,Rita Lee,Saúde,48,0.756,0.538,9,-14.503,1,0.0338,0.193,0.00735,0.0948,0.923,126.236,301693,4,disco
Power To The People,Octo Octa,Resonant Body,11,0.692,0.876,0,-9.755,0,0.0675,0.0215,0.232,0.109,0.685,119.99,421500,4,disco
24 Hours in a Disco,Kiki Gyan,24 Hours in a Disco 1978-82,20,0.706,0.827,7,-9.737,0,0.0765,0.0671,0.0412,0.236,0.788,125.014,439600,4,disco
"I'm a Man - Original 7"" Inch",Macho,Not Tonight (Hits Collection),4,0.786,0.875,7,-7.03,1,0.107,0.0897,0.378,0.0983,0.846,129.615,292667,4,disco
Choom,Ben Gomori,"Square Peg, Round Hole",16,0.695,0.934,2,-7.376,1,0.0517,0.000376,0.865,0.0789,0.516,125.012,355200,4,disco
Latin Class,Eamon Harkin,People Are All That We Have,11,0.745,0.894,4,-8.87,0,0.0541,0.122,0.888,0.129,0.681,130.015,283120,4,disco
Minnoch,Hunee,Tide / Minnoch,16,0.729,0.616,6,-9.185,0,0.0789,0.000202,0.722,0.0738,0.361,123.014,344070,4,disco
Peaches & Prunes,Nightlife Unlimited,Let's Do It Again,32,0.79,0.312,8,-18.526,1,0.0703,0.0015,0.0462,0.105,0.855,124.488,306907,4,disco
Pyramid - Mixed,Soul Bros Inc.,"Mister Saturday Night, Then And Now (Mixed Tracks)",8,0.614,0.604,9,-11.013,0,0.0472,0.858,0.158,0.232,0.778,123.117,132773,4,disco
Drink Milk,The Draytons Two,Raw Spouge,4,0.62,0.357,0,-13.433,1,0.0517,0.676,0.86,0.115,0.965,93.355,141867,4,disco
Goin' Up In Smoke,Eddie Kendricks,The Ultimate Collection: Eddie Kendricks,9,0.641,0.779,8,-7.386,0,0.0634,0.0683,5.3e-06,0.443,0.68,116.24,274707,4,disco
Nlogax,Boards of Canada,Hi Scores,25,0.784,0.491,3,-9.327,0,0.0829,0.118,0.907,0.0772,0.918,105.036,413973,4,disco
